text	class
достаточно	489
улица	633
пить	449
до	761
тот	660
восемьдесят	672
юг	697
против	713
различный	618
лучший	622
люди	626
смотреть	571
веселиться	725
пять	602
между	495
уже	634
ты	711
беспокоиться	297
опять	705
писать	509
невозможный	696
семья	516
охотно	491
способ	677
сын	649
кто?	760
веселиться	725
обычно	685
твердый	644
тот же самый (одинаковый)	688
такой	494
последний	673
ошибка	716
быстро	625
везде	561
налог	541
люди	626
юг	697
посылать	689
веселиться	725
утро	597
здесь	724
конечно	512
место	608
бумага	682
постепенно	656
обычно	685
погода	599
между	495
против	713
различный	618
лучший	622
тот	660
писать	509
уже	634
достаточно	489
ничего	709
грязный	704
точно	613
причина	546
жена	745
опять	705
много	616
улица	633
ты	711
смотреть	571
семья	516
никто	754
боль	401
дорогой	731
конечно	512
город	710
путешествие	600
с тех пор как	691
сторона	676
обучать	601
скучный	133
семья	516
однажды	759
никогда	749
обучать	601
дорогой	731
сторона	676
никогда	749
конечно	512
путешествие	600
никто	754
город	710
однажды	759
с тех пор как	691
сторона	676
сторона	676
Плохо	766
Даже	767
Забрать	768
Лицо	769
Лицо	769
Память	770
Даже	767
Лопата	771
Плохо	766
Лопата	771
Смех	772
Футбол	773
Выручить	774
Соль	775
Даже	767
Память	770
Плохо	766
Даже	767
Плохо	766
Лицо	769
Лицо	769
Память	770
Память	770
Забрать	768
Плохо	766
Лопата	771
Чашка	776
Забрать	768
Чашка	776
Футбол	773
Футбол	773
Подробно	777
Плохо	766
Соль	775
Корона	778
Выручить	774
Лицо	769
Подробно	777
Забрать	768
Смех	772
Футбол	773
Смех	772
Рубль	779
Корона	778
Смех	772
Чашка	776
Рубль	779
Даже	767
Выручить	774
Забрать	768
Рубль	779
Плохо	766
Память	770
Лицо	769
Память	770
Память	770
Корона	778
Чашка	776
Даже	767
Футбол	773
Даже	767
Забрать	768
Лицо	769
Плохо	766
Смех	772
Соль	775
Подробно	777
Рубль	779
Даже	767
Выручить	774
Корона	778
Чашка	776
Корона	778
Подробно	777
Забрать	768
Даже	767
Соль	775
Футбол	773
Даже	767
Футбол	773
Корона	778
Лицо	769
Плохо	766
Смех	772
Футбол	773
Выручить	774
Чашка	776
Забрать	768
Забрать	768
